Vessel,Trip No,Counter,Status,Customer,Month,Time,Total Time,Last Discharge Port Depart,Discharge Port Depart,Discharge Counts,Load Counts,Trip Details,Product,Load Quantity,Total Load Quantity,Details,Vessel_y,Customer (Finance),Cargo (Finance),Contract Type,Load-Port 1,Load-Port 2,Load-Port 3,Discharge-Port 1,Discharge-Port 2,Discharge-Port 3,Discharge-Port 4,Trade Pattern (per sched),TRADE MASTER,Schedule Map,Freight rate (per tonne) - PY,Time charter rate (per day) - PY,Rebate (per tonne) - PY,Other revenue (per trip) - PY,Demurrage rate - PY,Despatch rate - PY,Avg. cc / trip (PY),Freight rate (per tonne) - CY,Time charter rate (per day) - CY,Rebate (per tonne) - CY,Other revenue (per trip) - CY,Demurrage rate - CY,Despatch rate - CY,Type,Avg. cc / trip (CY),Fuel surcharge peg (per L),Fuel surcharge type,Fuel surcharge (tonnage factor),Fuel surcharge (litres factor),Calc comments,Reference price,Column1,In CY schedules?,Total Freight,Total Rebate,Total Time Charter,Total Revenue,a_start_str,a_end_str,Timing,Timing_str
Harvest Spirit,8.0,9,COMPLETE,G3,May,9.12,9.12,2024-05-20 20:45:00,2024-05-29 23:42:00.000,1,1,"G3,Grain,Thunder Bay,Quebec",Grain,16436.0,16436.0,"Harvest Spirit,G3,Grain,Thunder Bay,Quebec",Harvest Spirit,G3,Grain,COA,Thunder Bay,,,Quebec,,,,Thunder Bay__-Quebec___,Harvest Spirit*G3*Grain*Thunder Bay__-Quebec___,"Harvest Spirit,G3,Grain,Thunder Bay,Quebec",,,,,,,,31.56,0,0,0,1220,-610,,51778.62,0.75,Tonnage-based,7.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,518720.16,0.0,0.0,518720.16,20240520204500,20240529234200,20240520204500.20240529234200,20240520204500.20240529234200
Harvest Spirit,9.0,10,COMPLETE,Sucro,Jun,4.74,6.75,2024-05-29 23:42:00,2024-06-05 17:44:00.000,1,1,"Sucro,Sugar,Montreal,Hamilton",Sugar,12029.0,12029.0,"Harvest Spirit,Sucro,Sugar,Montreal,Hamilton",Harvest Spirit,Sucro,Sugar,Spot,Montreal,,,Hamilton,,,,Montreal__-Hamilton___,Harvest Spirit*Sucro*Sugar*Montreal__-Hamilton___,"Harvest Spirit,Sucro,Sugar,Montreal,Hamilton",,,,,,,,20,0,0,0,1360,-680,,38000,1,Tonnage-based,3.2,0,,,,YES,240580.0,0.0,0.0,240580.0,20240529234200,20240605174400,20240529234200.20240605174400,20240529234200.20240605174400
Harvest Spirit,10.0,11,COMPLETE,ADM,Jun,9.05,9.05,2024-06-05 17:44:00,2024-06-14 19:03:00.000,1,2,"ADM,Grain,Thunder Bay,Thunder Bay,Windsor",Grain,3725.0,14164.67,"Harvest Spirit,ADM,Grain,Thunder Bay,Thunder Bay,Windsor",Harvest Spirit,ADM,Grain,COA,Thunder Bay,Thunder Bay,,Windsor,,,,Thunder Bay_Thunder Bay_-Windsor___,Harvest Spirit*ADM*Grain*Thunder Bay_Thunder Bay_-Windsor___,"Harvest Spirit,ADM,Grain,Thunder Bay,Thunder Bay,Windsor",14.35,0,0,0,1080,-540,1248,14.72,0,0,0,1187.07,-593.54,,1290.432,0.5,Tonnage-based,4.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,208503.9424,0.0,0.0,208503.9424,20240605174400,20240614190300,20240605174400.20240614190300,20240605174400.20240614190300
Harvest Spirit,11.0,12,COMPLETE,ADM,Jun,7.39,7.39,2024-06-14 19:03:00,2024-06-22 04:27:00.000,1,2,"ADM,Grain,Thunder Bay,Thunder Bay,Windsor",Grain,7323.44,14125.16,"Harvest Spirit,ADM,Grain,Thunder Bay,Thunder Bay,Windsor",Harvest Spirit,ADM,Grain,COA,Thunder Bay,Thunder Bay,,Windsor,,,,Thunder Bay_Thunder Bay_-Windsor___,Harvest Spirit*ADM*Grain*Thunder Bay_Thunder Bay_-Windsor___,"Harvest Spirit,ADM,Grain,Thunder Bay,Thunder Bay,Windsor",14.35,0,0,0,1080,-540,1248,14.72,0,0,0,1187.07,-593.54,,1290.432,0.5,Tonnage-based,4.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,207922.35520000002,0.0,0.0,207922.35520000002,20240614190300,20240622042700,20240614190300.20240622042700,20240614190300.20240622042700
Harvest Spirit,12.0,13,COMPLETE,Arcelor,Jun,5.08,5.08,2024-06-22 04:27:00,2024-06-27 06:27:00.000,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8762.971651200001,8762.971651200001,"Harvest Spirit,Arcelor,Coke,Sandusky,Hamilton",Harvest Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Harvest Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Harvest Spirit,Arcelor,Coke,Sandusky,Hamilton",,,,,,,20453,21.06,0,0.2,0,1032,-516,,21148.402000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price from Fuel Invoice,,YES,184548.18297427203,1752.5943302400003,0.0,182795.58864403202,20240622042700,20240627062700,20240622042700.20240627062700,20240622042700.20240627062700
Harvest Spirit,13.0,14,COMPLETE,ADM,Jul,5.91,9.64,2024-06-27 06:27:00,2024-07-06 21:54:00.000,1,2,"ADM,Grain,Thunder Bay,Thunder Bay,Windsor",Grain,7654.58,15309.16,"Harvest Spirit,ADM,Grain,Thunder Bay,Thunder Bay,Windsor",Harvest Spirit,ADM,Grain,COA,Thunder Bay,Thunder Bay,,Windsor,,,,Thunder Bay_Thunder Bay_-Windsor___,Harvest Spirit*ADM*Grain*Thunder Bay_Thunder Bay_-Windsor___,"Harvest Spirit,ADM,Grain,Thunder Bay,Thunder Bay,Windsor",14.35,0,0,0,1080,-540,1248,14.72,0,0,0,1187.07,-593.54,,1290.432,0.5,Tonnage-based,4.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,225350.8352,0.0,0.0,225350.8352,20240627062700,20240706215400,20240627062700.20240706215400,20240627062700.20240706215400
Harvest Spirit,14.0,15,COMPLETE,ADM,Jul,8.28,8.28,2024-07-06 21:54:00,2024-07-15 04:40:00.000,1,1,"ADM,Grain,Thunder Bay,Windsor",Grain,14578.26,14578.26,"Harvest Spirit,ADM,Grain,Thunder Bay,Windsor",Harvest Spirit,ADM,Grain,COA,Thunder Bay,,,Windsor,,,,Thunder Bay__-Windsor___,Harvest Spirit*ADM*Grain*Thunder Bay__-Windsor___,"Harvest Spirit,ADM,Grain,Thunder Bay,Windsor",14.35,0,0,0,1080,-540,1248,15.77,0,0,0,1187.07,-593.54,,1290.432,0.5,Tonnage-based,4.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,229899.16019999998,0.0,0.0,229899.16019999998,20240706215400,20240715044000,20240706215400.20240715044000,20240706215400.20240715044000
Harvest Spirit,15.0,16,CURRENT,Arcelor,Jul,3.06,3.06,2024-07-15 04:40:00,2024-07-18 06:00:00.000,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8436.8205,8436.8205,"Harvest Spirit,Arcelor,Coke,Sandusky,Hamilton",Harvest Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Harvest Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Harvest Spirit,Arcelor,Coke,Sandusky,Hamilton",,,,,,,20453,21.06,0,0.2,0,1032,-516,,21148.402000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price from Fuel Invoice,,YES,177679.43972999998,1687.3641,0.0,175992.07562999998,20240715044000,20240718060000,20240715044000.20240718060000,20240715044000.20240718060000
Harvest Spirit,40.0,1,COMPLETE,ADM,Mar,7.53,7.53,2024-03-21 12:51:00,2024-03-29 01:36:00.000,1,1,"ADM,Grain,Thunder Bay,Windsor",Grain,14701.09,14701.09,"Harvest Spirit,ADM,Grain,Thunder Bay,Windsor",Harvest Spirit,ADM,Grain,COA,Thunder Bay,,,Windsor,,,,Thunder Bay__-Windsor___,Harvest Spirit*ADM*Grain*Thunder Bay__-Windsor___,"Harvest Spirit,ADM,Grain,Thunder Bay,Windsor",14.35,0,0,0,1080,-540,1248,15.77,0,0,0,1187.07,-593.54,,1290.432,0.5,Tonnage-based,4.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,231836.1893,0.0,0.0,231836.1893,20240321125100,20240329013600,20240321125100.20240329013600,20240321125100.20240329013600
Huron Spirit,1.0,2,COMPLETE,Algoma Steel D,Apr,7.07,7.07,2024-04-04 10:05:00,2024-04-11 11:48:00.000,2,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo",Steel,10993.3,10993.3,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,,,Sault Ste. Marie__-Detroit_Toledo__,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo__,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo",14.34,,0.15,5930.4,661.88,-681.07,1000,14.76,0,0.13143999322356567,6102.38,681.07,-681.07,,1000,0.75,Tonnage-based,7.380000000000001,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,162261.10799999998,1444.9592775046244,0.0,160816.14872249536,20240404100500,20240411114800,20240404100500.20240411114800,20240404100500.20240411114800
Huron Spirit,2.0,3,COMPLETE,Algoma Steel C,Apr,14.09,14.09,2024-04-11 11:48:00,2024-04-25 14:00:00.000,2,1,"Algoma Steel C,Steel,Sault Ste Marie,Chicago,Burns Harbor",Steel,9221.172651,9221.172651,"Huron Spirit,Algoma Steel C,Steel,Sault Ste Marie,Chicago,Burns Harbor",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Chicago,Burns Harbor,,,Sault Ste. Marie__-Chicago_Burns Harbor__,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Chicago_Burns Harbor__,"Huron Spirit,Algoma Steel C,Steel,Sault Ste Marie,Chicago,Burns Harbor",17.13,0,0.15,5930.4,661.88,-681.07,157,17.63,0,0.13143999322356567,6102.38,681.07,-681.07,,164.24,0.75,Tonnage-based,8.815,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,162569.27383713,1212.0308707607692,0.0,161357.24296636923,20240411114800,20240425140000,20240411114800.20240425140000,20240411114800.20240425140000
Huron Spirit,3.0,4,COMPLETE,Algoma Steel D,May,2.72,8.14,2024-04-25 14:00:00,2024-05-03 17:20:00.000,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,9860.465920499999,9860.465920499999,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,166839.08337486,1296.0595737717201,0.0,165543.02380108827,20240425140000,20240503172000,20240425140000.20240503172000,20240425140000.20240503172000
Huron Spirit,4.0,5,COMPLETE,Algoma Steel C,May,9.01,9.01,2024-05-03 17:20:00,2024-05-12 17:35:00.000,2,1,"Algoma Steel C,Steel,Sault Ste Marie,Chicago,Burns Harbor",Steel,9508.6595775,9508.6595775,"Huron Spirit,Algoma Steel C,Steel,Sault Ste Marie,Chicago,Burns Harbor",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Chicago,Burns Harbor,,,Sault Ste. Marie__-Chicago_Burns Harbor__,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Chicago_Burns Harbor__,"Huron Spirit,Algoma Steel C,Steel,Sault Ste Marie,Chicago,Burns Harbor",17.13,0,0.15,5930.4,661.88,-681.07,157,17.63,0,0.13143999322356567,6102.38,681.07,-681.07,,164.24,0.75,Tonnage-based,8.815,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,167637.668351325,1249.818150431793,0.0,166387.8502008932,20240503172000,20240512173500,20240503172000.20240512173500,20240503172000.20240512173500
Huron Spirit,5.0,6,COMPLETE,Fishers Company,May,4.91,4.91,2024-05-12 17:35:00,2024-05-17 15:30:00.000,1,1,"Fishers Company,Aggregate,Sault Ste Marie,Bay City",Aggregate,9964.338603,9964.338603,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",Huron Spirit,Bay Aggregates,Aggregates,COA,Sault Ste. Marie,,,Bay City,,,,Sault Ste. Marie__-Bay City___,Huron Spirit*Bay Aggregates*Aggregates*Sault Ste. Marie__-Bay City___,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",11.69,0,0,0,850.5,-440.13375,157.25,12.096000000000002,0,0,0,880.2675,-440.1405,,162.5965,0.77,Tonnage-based,2.3,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual cost,,YES,120528.63974188802,0.0,0.0,120528.63974188802,20240512173500,20240517153000,20240512173500.20240517153000,20240512173500.20240517153000
Huron Spirit,6.0,7,COMPLETE,Pollard,May,3.86,3.86,2024-05-17 15:30:00,2024-05-21 12:05:00.000,1,1,"Pollard,Calcium L,Courtright,Little Current",Calcium L,5569.0091342999995,5569.0091342999995,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",Huron Spirit,Trillium,Calcium,COA,Courtright,,,Little Current,,,,Courtright__-Little Current___,Huron Spirit*Trillium*Calcium*Courtright__-Little Current___,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",21.87,0,0.9165,0,793.1,0,157.25,22.53,0,0.9165,0,816.89,0,,162.5965,0.8,Litres-based,0,15000,Simple - litres * price diff,Econo - Windsor rate but use Hamilton,,YES,125469.77579577899,5103.9968715859495,0.0,120365.77892419304,20240517153000,20240521120500,20240517153000.20240521120500,20240517153000.20240521120500
Huron Spirit,7.0,8,COMPLETE,Algoma Steel D,May,4.16,4.16,2024-05-21 12:05:00,2024-05-25 16:00:00.000,1,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit",Steel,9783.3551955,9783.3551955,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,,,,Sault Ste. Marie__-Detroit___,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit___,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit",,,,,,,,13.73,0,0.13143999322356567,0,681.07,-681.07,,164.24,0.75,Tonnage-based,6.865,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,134325.466834215,1285.9241406002561,0.0,133039.54269361476,20240521120500,20240525160000,20240521120500.20240525160000,20240521120500.20240525160000
Huron Spirit,8.0,9,COMPLETE,Algoma Steel D,Jun,1.95,8.28,2024-05-25 16:00:00,2024-06-02 22:45:00.000,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,9106.24138335,9106.24138335,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,154077.604206282,1196.9243057196772,0.0,152880.67990056233,20240525160000,20240602224500,20240525160000.20240602224500,20240525160000.20240602224500
Huron Spirit,9.0,10,COMPLETE,Pollard,Jun,5.45,5.45,2024-06-02 22:45:00,2024-06-08 09:29:00.000,1,1,"Pollard,Calcium L,Courtright,Little Current",Calcium L,5572.70137725,5572.70137725,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",Huron Spirit,Trillium,Calcium,COA,Courtright,,,Little Current,,,,Courtright__-Little Current___,Huron Spirit*Trillium*Calcium*Courtright__-Little Current___,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",21.87,0,0.9165,0,793.1,0,157.25,22.53,0,0.9165,0,816.89,0,,162.5965,0.8,Litres-based,0,15000,Simple - litres * price diff,Econo - Windsor rate but use Hamilton,,YES,125552.96202944251,5107.380812249626,0.0,120445.58121719288,20240602224500,20240608092900,20240602224500.20240608092900,20240602224500.20240608092900
Huron Spirit,10.0,11,COMPLETE,Algoma Steel D,Jun,7.42,7.42,2024-06-08 09:29:00,2024-06-15 19:30:00.000,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,9663.878931000001,9663.878931000001,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,163512.83151252003,1270.2201812039991,0.0,162242.61133131603,20240608092900,20240615193000,20240608092900.20240615193000,20240608092900.20240615193000
Huron Spirit,11.0,12,COMPLETE,Fishers Company,Jun,4.92,4.92,2024-06-15 19:30:00,2024-06-20 17:35:00.000,1,1,"Fishers Company,Aggregate,Sault Ste Marie,Bay City",Aggregate,11300.0,11300.0,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",Huron Spirit,Bay Aggregates,Aggregates,COA,Sault Ste. Marie,,,Bay City,,,,Sault Ste. Marie__-Bay City___,Huron Spirit*Bay Aggregates*Aggregates*Sault Ste. Marie__-Bay City___,"Huron Spirit,Fishers Company,Aggregate,Sault Ste Marie,Bay City",11.69,0,0,0,850.5,-440.13375,157.25,12.096000000000002,0,0,0,880.2675,-440.1405,,162.5965,0.77,Tonnage-based,2.3,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual cost,,YES,136684.80000000002,0.0,0.0,136684.80000000002,20240615193000,20240620173500,20240615193000.20240620173500,20240615193000.20240620173500
Huron Spirit,12.0,13,COMPLETE,Algoma Steel D,Jun,7.79,7.79,2024-06-20 17:35:00,2024-06-28 12:31:00.000,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10252.669211549999,10252.669211549999,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,173475.163059426,1347.6107716895922,0.0,172127.5522877364,20240620173500,20240628123100,20240620173500.20240628123100,20240620173500.20240628123100
Huron Spirit,13.0,14,COMPLETE,Pollard,Jul,2.25,4.73,2024-06-28 12:31:00,2024-07-03 06:00:00.000,1,1,"Pollard,Calcium L,Courtright,Little Current",Calcium L,4300.86429465,4300.86429465,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",Huron Spirit,Trillium,Calcium,COA,Courtright,,,Little Current,,,,Courtright__-Little Current___,Huron Spirit*Trillium*Calcium*Courtright__-Little Current___,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",21.87,0,0.9165,0,793.1,0,157.25,22.53,0,0.9165,0,816.89,0,,162.5965,0.8,Litres-based,0,15000,Simple - litres * price diff,Econo - Windsor rate but use Hamilton,,YES,96898.47255846452,3941.7421260467254,0.0,92956.7304324178,20240628123100,20240703060000,20240628123100.20240703060000,20240628123100.20240703060000
Huron Spirit,14.0,15,COMPLETE,Southwest M,Jul,3.03,3.03,2024-07-03 06:00:00,2024-07-06 06:50:00.000,1,1,"Southwest M,Stone,Drummond,Windsor",Stone,10552.37592,10552.37592,"Huron Spirit,Southwest M,Stone,Drummond,Windsor",Huron Spirit,SWS,Stone,,Drummond,,,Windsor,,,,Drummond__-Windsor___,Huron Spirit*SWS*Stone*Drummond__-Windsor___,"Huron Spirit,Southwest M,Stone,Drummond,Windsor",,,,,,,,6.5,0,0,0,688.42,0,,3619,0.9,Tonnage-based,1,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,68590.44348,0.0,0.0,68590.44348,20240703060000,20240706065000,20240703060000.20240706065000,20240703060000.20240706065000
Huron Spirit,15.0,16,COMPLETE,Algoma Steel D,Jul,8.22,8.22,2024-07-06 06:50:00,2024-07-14 12:05:00.000,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10051.065489,10051.065489,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,170064.02807388004,1321.1119797637748,0.0,168742.91609411626,20240706065000,20240714120500,20240706065000.20240714120500,20240706065000.20240714120500
Huron Spirit,16.0,17,CURRENT,Pollard,Jul,3.75,3.75,2024-07-14 12:05:00,2024-07-18 06:00:00.000,1,1,"Pollard,Calcium L,Courtright,Little Current",Calcium L,4000.0,4000.0,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",Huron Spirit,Trillium,Calcium,COA,Courtright,,,Little Current,,,,Courtright__-Little Current___,Huron Spirit*Trillium*Calcium*Courtright__-Little Current___,"Huron Spirit,Pollard,Calcium L,Courtright,Little Current",21.87,0,0.9165,0,793.1,0,157.25,22.53,0,0.9165,0,816.89,0,,162.5965,0.8,Litres-based,0,15000,Simple - litres * price diff,Econo - Windsor rate but use Hamilton,,YES,90120.0,3666.0,0.0,86454.0,20240714120500,20240718060000,20240714120500.20240718060000,20240714120500.20240718060000
Huron Spirit,46.0,1,COMPLETE,Algoma Steel D,Mar,9.7,13.12,2024-03-22 07:15:00,2024-04-04 10:05:00.000,3,1,"Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Steel,10126.8154365,10126.8154365,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",Huron Spirit,Algoma Steel,Steel,COA,Sault Ste. Marie,,,Detroit,Toledo,Cleveland,,Sault Ste. Marie__-Detroit_Toledo_Cleveland_,Huron Spirit*Algoma Steel*Steel*Sault Ste. Marie__-Detroit_Toledo_Cleveland_,"Huron Spirit,Algoma Steel D,Steel,Sault Ste Marie,Detroit,Toledo,Cleveland",16.44,0,0.15,11860.8,661.88,-681.07,1030.83,16.92,0,0.13143999322356567,12204.76,681.07,-681.07,,1065.87822,0.75,Tonnage-based,8.46,0,*Fuel surcharge/rebate more complicated - Refer to worksheet (Depends on tonnage & rate & precentage),,,YES,171345.71718558,1331.06855234986,0.0,170014.64863323013,20240322071500,20240404100500,20240322071500.20240404100500,20240322071500.20240404100500
Niagara Spirit,1.0,1,COMPLETE,IMI - B,Mar,8.39,16.97,2024-03-23 14:40:00,2024-04-09 13:55:00.000,1,1,"IMI - B,Bauxite/Sand,Belledune,Port Daniel",Bauxite/Sand,7700.0,7700.0,"Niagara Spirit,IMI - B,Bauxite/Sand,Belledune,Port Daniel",Niagara Spirit,IMI,Bauxite/Sand,COA,Belledune,,,Port Daniel,,,,Belledune__-Port Daniel___,Niagara Spirit*IMI*Bauxite/Sand*Belledune__-Port Daniel___,"Niagara Spirit,IMI - B,Bauxite/Sand,Belledune,Port Daniel",,,,,,,21879,9.42,0,0,0,550,0,,22622.886000000002,0.64,Tonnage-based,1.5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,72534.0,0.0,0.0,72534.0,20240323144000,20240409135500,20240323144000.20240409135500,20240323144000.20240409135500
Niagara Spirit,3.0,3,COMPLETE,IMI - B,Apr,5.18,5.18,2024-04-23 16:50:00,2024-04-28 21:03:00.000,1,1,"IMI - B,Sand/Gypsum,Belledune,Port Daniel",Sand/Gypsum,7700.0,7700.0,"Niagara Spirit,IMI - B,Sand/Gypsum,Belledune,Port Daniel",Niagara Spirit,IMI,Sand/Gypsum,COA,Belledune,,,Port Daniel,,,,Belledune__-Port Daniel___,Niagara Spirit*IMI*Sand/Gypsum*Belledune__-Port Daniel___,"Niagara Spirit,IMI - B,Sand/Gypsum,Belledune,Port Daniel",,,,,,,21879,9.42,0,0,0,550,0,,22622.886000000002,0.64,Tonnage-based,1.5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,72534.0,0.0,0.0,72534.0,20240423165000,20240428210300,20240423165000.20240428210300,20240423165000.20240428210300
Niagara Spirit,4.0,4,COMPLETE,IMI - B,Apr,2.12,3.49,2024-04-28 21:03:00,2024-05-02 08:45:00.000,1,1,"IMI - B,Bauxite/Sand,Belledune,Port Daniel",Bauxite/Sand,7700.0,7700.0,"Niagara Spirit,IMI - B,Bauxite/Sand,Belledune,Port Daniel",Niagara Spirit,IMI,Bauxite/Sand,COA,Belledune,,,Port Daniel,,,,Belledune__-Port Daniel___,Niagara Spirit*IMI*Bauxite/Sand*Belledune__-Port Daniel___,"Niagara Spirit,IMI - B,Bauxite/Sand,Belledune,Port Daniel",,,,,,,21879,9.42,0,0,0,550,0,,22622.886000000002,0.64,Tonnage-based,1.5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,72534.0,0.0,0.0,72534.0,20240428210300,20240502084500,20240428210300.20240502084500,20240428210300.20240502084500
