Vessel,Trip No,Counter,Status,Customer,Month,Time,Total Time,Last Discharge Port Depart,Discharge Port Depart,Discharge Counts,Load Counts,Trip Details,Product,Load Quantity,Total Load Quantity,Details,Vessel_y,Customer (Finance),Cargo (Finance),Contract Type,Load-Port 1,Load-Port 2,Load-Port 3,Discharge-Port 1,Discharge-Port 2,Discharge-Port 3,Discharge-Port 4,Trade Pattern (per sched),TRADE MASTER,Schedule Map,Freight rate (per tonne) - PY,Time charter rate (per day) - PY,Rebate (per tonne) - PY,Other revenue (per trip) - PY,Demurrage rate - PY,Despatch rate - PY,Avg. cc / trip (PY),Freight rate (per tonne) - CY,Time charter rate (per day) - CY,Rebate (per tonne) - CY,Other revenue (per trip) - CY,Demurrage rate - CY,Despatch rate - CY,Type,Avg. cc / trip (CY),Fuel surcharge peg (per L),Fuel surcharge type,Fuel surcharge (tonnage factor),Fuel surcharge (litres factor),Calc comments,Reference price,Column1,In CY schedules?,Total Freight,Total Rebate,Total Time Charter,Total Revenue,a_start_str,a_end_str,Timing,Timing_str
Niagara Spirit,7.0,7,COMPLETE,IMI - B,Jun,2.53,2.53,2024-06-01 16:27:00,2024-06-04 05:15:00.000,1,1,"IMI - B,Bauxite,Belledune,Port Daniel",Bauxite,7700.0,7700.0,"Niagara Spirit,IMI - B,Bauxite,Belledune,Port Daniel",Niagara Spirit,IMI,Bauxite,COA,Belledune,,,Port Daniel,,,,Belledune__-Port Daniel___,Niagara Spirit*IMI*Bauxite*Belledune__-Port Daniel___,"Niagara Spirit,IMI - B,Bauxite,Belledune,Port Daniel",9.24,0,0,0,475,-550,21879,9.42,0,0,0,550,0,,22622.886000000002,0.64,Tonnage-based,1.5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,72534.0,0.0,0.0,72534.0,20240601162700,20240604051500,20240601162700.20240604051500,20240601162700.20240604051500
Niagara Spirit,9.0,9,COMPLETE,IMI - B,Jun,8.68,8.68,2024-06-20 19:17:00,2024-06-29 11:40:00.000,3,1,"IMI - B,Bauxite,Belledune,Port Daniel,Belledune,Port Daniel",Bauxite,7636.0,7636.0,"Niagara Spirit,IMI - B,Bauxite,Belledune,Port Daniel,Belledune,Port Daniel",Niagara Spirit,IMI,Bauxite,COA,Belledune,Belledune,,Port Daniel,Port Daniel,,,Belledune_Belledune_-Port Daniel_Port Daniel__,Niagara Spirit*IMI*Bauxite*Belledune_Belledune_-Port Daniel_Port Daniel__,"Niagara Spirit,IMI - B,Bauxite,Belledune,Port Daniel,Belledune,Port Daniel",,,,,,,,9.42,0,0,0,550,0,,25000,0.64,Tonnage-based,1.5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,71931.12,0.0,0.0,71931.12,20240620191700,20240629114000,20240620191700.20240629114000,20240620191700.20240629114000
Niagara Spirit,10.0,10,COMPLETE,IMI - B,Jun,1.51,2.72,2024-06-29 11:40:00,2024-07-02 05:00:00.000,1,1,"IMI - B,Gypsum,Belledune,Port Daniel",Gypsum,7700.0,7700.0,"Niagara Spirit,IMI - B,Gypsum,Belledune,Port Daniel",Niagara Spirit,IMI,Gypsum,COA,Belledune,,,Port Daniel,,,,Belledune__-Port Daniel___,Niagara Spirit*IMI*Gypsum*Belledune__-Port Daniel___,"Niagara Spirit,IMI - B,Gypsum,Belledune,Port Daniel",9.07,0,0,0,750,-375,21879,9.42,0,0,0,550,0,,22622.886000000002,0.64,Tonnage-based,1.5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,72534.0,0.0,0.0,72534.0,20240629114000,20240702050000,20240629114000.20240702050000,20240629114000.20240702050000
Niagara Spirit,11.0,11,COMPLETE,IMI - M,Jul,5.21,5.21,2024-07-02 05:00:00,2024-07-07 10:05:00.000,1,1,"IMI - M,Sand,Matane,Port Daniel",Sand,7700.0,7700.0,"Niagara Spirit,IMI - M,Sand,Matane,Port Daniel",Niagara Spirit,IMI,Sand,COA,Matane,,,Port Daniel,,,,Matane__-Port Daniel___,Niagara Spirit*IMI*Sand*Matane__-Port Daniel___,"Niagara Spirit,IMI - M,Sand,Matane,Port Daniel",17.57,0,0,0,725,-700,15732,17.91,0,0,0,700,0,,16266.888,0.64,Tonnage-based,3,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,137907.0,0.0,0.0,137907.0,20240702050000,20240707100500,20240702050000.20240707100500,20240702050000.20240707100500
Niagara Spirit,12.0,12,COMPLETE,IMI - B,Jul,2.15,2.15,2024-07-07 10:05:00,2024-07-09 13:40:00.000,1,1,"IMI - B,Bauxite,Belledune,Port Daniel",Bauxite,7700.0,7700.0,"Niagara Spirit,IMI - B,Bauxite,Belledune,Port Daniel",Niagara Spirit,IMI,Bauxite,COA,Belledune,,,Port Daniel,,,,Belledune__-Port Daniel___,Niagara Spirit*IMI*Bauxite*Belledune__-Port Daniel___,"Niagara Spirit,IMI - B,Bauxite,Belledune,Port Daniel",9.24,0,0,0,475,-550,21879,9.42,0,0,0,550,0,,22622.886000000002,0.64,Tonnage-based,1.5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,72534.0,0.0,0.0,72534.0,20240707100500,20240709134000,20240707100500.20240709134000,20240707100500.20240709134000
Niagara Spirit,13.0,13,COMPLETE,IMI - B,Jul,4.57,4.57,2024-07-09 13:40:00,2024-07-14 03:25:00.000,1,1,"IMI - B,Bauxite/Iron Fines,Belledune,Port Daniel",Bauxite/Iron Fines,7700.0,7700.0,"Niagara Spirit,IMI - B,Bauxite/Iron Fines,Belledune,Port Daniel",Niagara Spirit,IMI,Bauxite/Iron Fines,COA,Belledune,,,Port Daniel,,,,Belledune__-Port Daniel___,Niagara Spirit*IMI*Bauxite/Iron Fines*Belledune__-Port Daniel___,"Niagara Spirit,IMI - B,Bauxite/Iron Fines,Belledune,Port Daniel",,,,,,,21879,9.42,0,0,0,550,0,,22622.886000000002,0.64,Tonnage-based,1.5,0,Simple - Price difference per litre * metric tonnes * tonnage carried,,,YES,72534.0,0.0,0.0,72534.0,20240709134000,20240714032500,20240709134000.20240714032500,20240709134000.20240714032500
Northern Venture,1.0,3,COMPLETE,Lafarge,Apr,1.38,1.38,2024-04-01 08:16:00,2024-04-02 17:20:00.000,1,1,"Lafarge,Aggregates,Marblehead,Sarnia",Aggregates,7553.22231,7553.22231,"Northern Venture,Lafarge,Aggregates,Marblehead,Sarnia",Northern Venture,LaFarge,Aggregates,COA,Marblehead,,,Sarnia,,,,Marblehead__-Sarnia___,Northern Venture*LaFarge*Aggregates*Marblehead__-Sarnia___,"Northern Venture,Lafarge,Aggregates,Marblehead,Sarnia",,,,,,,,5.01,0,0,0,1551,-775.5,,976.95,0.6799999932,Tonnage-based,0.79,0,,,,YES,37841.6437731,0.0,0.0,37841.6437731,20240401081600,20240402172000,20240401081600.20240402172000,20240401081600.20240402172000
Northern Venture,2.0,4,COMPLETE,Mosaic,Apr,15.31,15.31,2024-04-02 17:20:00,2024-04-18 00:52:00.000,3,1,"Mosaic,Potash,Thunder Bay,Toledo,Contrecoeur,Sarnia",Potash,13497.95,13497.95,"Northern Venture,Mosaic,Potash,Thunder Bay,Toledo,Contrecoeur,Sarnia",Northern Venture,Mosaic,Potash,Spot,Thunder Bay,,,Toledo,Contrecoeur,Sarnia,,Thunder Bay__-Toledo_Contrecoeur_Sarnia_,Northern Venture*Mosaic*Potash*Thunder Bay__-Toledo_Contrecoeur_Sarnia_,"Northern Venture,Mosaic,Potash,Thunder Bay,Toledo,Contrecoeur,Sarnia",,,,,,,,58.75,0,0,0,1780,-890,,33000,0.989,Tonnage-based,1,0,,,,YES,793004.5625,0.0,0.0,793004.5625,20240402172000,20240418005200,20240402172000.20240418005200,20240402172000.20240418005200
Northern Venture,3.0,5,COMPLETE,Windsor Salt,Apr,2.4,2.4,2024-04-18 00:52:00,2024-04-20 10:30:00.000,1,1,"Windsor Salt,Salt,Detroit,Parry Sound",Salt,11875.87,11875.87,"Northern Venture,Windsor Salt,Salt,Detroit,Parry Sound",Northern Venture,Windsor Salt,Salt,COA,Detroit,,,Parry Sound,,,,Detroit__-Parry Sound___,Northern Venture*Windsor Salt*Salt*Detroit__-Parry Sound___,"Northern Venture,Windsor Salt,Salt,Detroit,Parry Sound",,,,,,,,9.76,0,0,0,1545,-772.5,,1403,1.0148,Tonnage-based,2.32,0,,,,YES,115908.4912,0.0,0.0,115908.4912,20240418005200,20240420103000,20240418005200.20240420103000,20240418005200.20240420103000
Northern Venture,4.0,6,COMPLETE,Tomlinson,Apr,2.23,2.23,2024-04-20 10:30:00,2024-04-22 16:06:00.000,1,1,"Tomlinson,Stone,Bruce Mines,Ferrysburg",Stone,10030.744545,10030.744545,"Northern Venture,Tomlinson,Stone,Bruce Mines,Ferrysburg",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Ferrysburg,,,,Bruce Mines__-Ferrysburg___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Ferrysburg___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Ferrysburg",11.32,0,0,0,1500,-750,1637.8625000000002,11.6,0,0,0,1552.5,-776.25,,1678.375,1,Tonnage-based,3.21,0,,,,YES,116356.636722,0.0,0.0,116356.636722,20240420103000,20240422160600,20240420103000.20240422160600,20240420103000.20240422160600
Northern Venture,5.0,7,COMPLETE,Tomlinson,Apr,2.59,2.59,2024-04-22 16:06:00,2024-04-25 06:12:00.000,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,12647.002582050001,12647.002582050001,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,112811.26303188602,0.0,0.0,112811.26303188602,20240422160600,20240425061200,20240422160600.20240425061200,20240422160600.20240425061200
Northern Venture,6.0,8,CURRENT,Tomlinson,Apr,2.6,2.64,2024-04-25 06:12:00,2024-04-27 20:30:00.000,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,12700.59,12700.59,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,113289.2628,0.0,0.0,113289.2628,20240425061200,20240427203000,20240425061200.20240427203000,20240425061200.20240427203000
Northern Venture,7.0,9,COMPLETE,Lafarge,Apr,1.77,1.77,2024-04-27 20:30:00,2024-04-29 15:00:00.000,1,1,"Lafarge,Aggregates,Marblehead,Sarnia",Aggregates,14487.74445,14487.74445,"Northern Venture,Lafarge,Aggregates,Marblehead,Sarnia",Northern Venture,LaFarge,Aggregates,COA,Marblehead,,,Sarnia,,,,Marblehead__-Sarnia___,Northern Venture*LaFarge*Aggregates*Marblehead__-Sarnia___,"Northern Venture,Lafarge,Aggregates,Marblehead,Sarnia",,,,,,,,5.01,0,0,0,1551,-775.5,,976.95,0.6799999932,Tonnage-based,0.79,0,,,,YES,72583.5996945,0.0,0.0,72583.5996945,20240427203000,20240429150000,20240427203000.20240429150000,20240427203000.20240429150000
Northern Venture,8.0,10,COMPLETE,Lafarge,May,0.72,2.09,2024-04-29 15:00:00,2024-05-01 17:13:00.000,2,1,"Lafarge,Aggregates,Meldrum Bay,Saginaw-BVD,Saginaw-Wirt",Aggregates,9932.768565,9932.768565,"Northern Venture,Lafarge,Aggregates,Meldrum Bay,Saginaw-BVD,Saginaw-Wirt",Northern Venture,LaFarge,Aggregates,COA,Meldrum Bay,,,Saginaw-BVD,Saginaw-Wirt,,,Meldrum Bay__-Saginaw-BVD_Saginaw-Wirt__,Northern Venture*LaFarge*Aggregates*Meldrum Bay__-Saginaw-BVD_Saginaw-Wirt__,"Northern Venture,Lafarge,Aggregates,Meldrum Bay,Saginaw-BVD,Saginaw-Wirt",,,,,,,,8.02,0,0,0,1551,-775,,1182.95,0.688,Tonnage-based,1.53,0,,,,YES,79660.8038913,0.0,0.0,79660.8038913,20240429150000,20240501171300,20240429150000.20240501171300,20240429150000.20240501171300
Northern Venture,9.0,11,COMPLETE,Lafarge,May,2.22,2.22,2024-05-01 17:13:00,2024-05-03 22:30:00.000,2,1,"Lafarge,Aggregates,Meldrum Bay,Bay City,Saginaw-Wirt",Aggregates,13761.99645,13761.99645,"Northern Venture,Lafarge,Aggregates,Meldrum Bay,Bay City,Saginaw-Wirt",Northern Venture,LaFarge,Aggregates,COA,Meldrum Bay,,,Bay City,Sagniaw-Wirt,,,Meldrum Bay__-Bay City_Sagniaw-Wirt__,Northern Venture*LaFarge*Aggregates*Meldrum Bay__-Bay City_Sagniaw-Wirt__,"Northern Venture,Lafarge,Aggregates,Meldrum Bay,Bay City,Saginaw-Wirt",,,,,,,,8.02,0,0,3102,1551,-775,,1503.75,0.688,Tonnage-based,1.53,0,,,,YES,110371.211529,0.0,0.0,110371.211529,20240501171300,20240503223000,20240501171300.20240503223000,20240501171300.20240503223000
Northern Venture,10.0,12,COMPLETE,Lafarge,May,2.92,2.92,2024-05-03 22:30:00,2024-05-06 20:30:00.000,1,1,"Lafarge,Aggregates,Meldrum Bay,Cleveland",Aggregates,12498.287745,12498.287745,"Northern Venture,Lafarge,Aggregates,Meldrum Bay,Cleveland",Northern Venture,LaFarge,Aggregates,COA,Meldrum Bay,,,Cleveland,,,,Meldrum Bay__-Cleveland___,Northern Venture*LaFarge*Aggregates*Meldrum Bay__-Cleveland___,"Northern Venture,Lafarge,Aggregates,Meldrum Bay,Cleveland",,,,,,,,11.2,0,0,0,1551,-775,,1904,0.688,Tonnage-based,2.26,0,,,,YES,139980.82274399998,0.0,0.0,139980.82274399998,20240503223000,20240506203000,20240503223000.20240506203000,20240503223000.20240506203000
Northern Venture,11.0,13,COMPLETE,Windsor Salt,May,2.26,2.26,2024-05-06 20:30:00,2024-05-09 02:47:00.000,1,1,"Windsor Salt,Salt,Detroit,Parry Sound",Salt,11616.68,11616.68,"Northern Venture,Windsor Salt,Salt,Detroit,Parry Sound",Northern Venture,Windsor Salt,Salt,COA,Detroit,,,Parry Sound,,,,Detroit__-Parry Sound___,Northern Venture*Windsor Salt*Salt*Detroit__-Parry Sound___,"Northern Venture,Windsor Salt,Salt,Detroit,Parry Sound",,,,,,,,9.76,0,0,0,1545,-772.5,,1403,1.0148,Tonnage-based,2.32,0,,,,YES,113378.7968,0.0,0.0,113378.7968,20240506203000,20240509024700,20240506203000.20240509024700,20240506203000.20240509024700
Northern Venture,12.0,14,COMPLETE,Tomlinson,May,1.45,1.45,2024-05-09 02:47:00,2024-05-10 13:30:00.000,1,1,"Tomlinson,Stone,Bruce Mines,Cheboygan",Stone,9565.35864,9565.35864,"Northern Venture,Tomlinson,Stone,Bruce Mines,Cheboygan",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Cheboygan,,,,Bruce Mines__-Cheboygan___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Cheboygan___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Cheboygan",,,,,,,,4.89,0,0,0,1552.5,-776.25,,687.2895,1,Tonnage-based,0.81,0,,,,YES,46774.6037496,0.0,0.0,46774.6037496,20240509024700,20240510133000,20240509024700.20240510133000,20240509024700.20240510133000
Northern Venture,13.0,15,COMPLETE,Mosaic,May,7.17,7.17,2024-05-10 13:30:00,2024-05-17 17:36:00.000,2,1,"Mosaic,Potash,Thunder Bay,Sarnia,Hamilton",Potash,9767.1,9767.1,"Northern Venture,Mosaic,Potash,Thunder Bay,Sarnia,Hamilton",Northern Venture,Mosaic,Potash,Spot,Thunder Bay,,,Sarnia,Hamilton,,,Thunder Bay__-Sarnia_Hamilton__,Northern Venture*Mosaic*Potash*Thunder Bay__-Sarnia_Hamilton__,"Northern Venture,Mosaic,Potash,Thunder Bay,Sarnia,Hamilton",,,,,,,,40.98,0,0,0,1780,-890,,17000,0.989,Tonnage-based,1,0,,,,YES,400255.758,0.0,0.0,400255.758,20240510133000,20240517173600,20240510133000.20240517173600,20240510133000.20240517173600
Northern Venture,14.0,16,COMPLETE,Lafarge,May,2.64,2.64,2024-05-17 17:36:00,2024-05-20 09:00:00.000,1,1,"Lafarge,Aggregates,Marblehead,Windsor",Aggregates,15135.474540000001,15135.474540000001,"Northern Venture,Lafarge,Aggregates,Marblehead,Windsor",Northern Venture,LaFarge,Aggregates,COA,Marblehead,,,Windsor,,,,Marblehead__-Windsor___,Northern Venture*LaFarge*Aggregates*Marblehead__-Windsor___,"Northern Venture,Lafarge,Aggregates,Marblehead,Windsor",3.93,0,0,0,1500,-750,766.35,4.03,0,0,0,1551,-775.5,,785.8500000000001,0.6799999932,Tonnage-based,0.54,0,,,,YES,60995.96239620001,0.0,0.0,60995.96239620001,20240517173600,20240520090000,20240517173600.20240520090000,20240517173600.20240520090000
Northern Venture,15.0,17,COMPLETE,Windsor Salt,May,2.12,2.12,2024-05-20 09:00:00,2024-05-22 11:52:00.000,1,1,"Windsor Salt,Salt,Detroit,Parry Sound",Salt,11572.82,11572.82,"Northern Venture,Windsor Salt,Salt,Detroit,Parry Sound",Northern Venture,Windsor Salt,Salt,COA,Detroit,,,Parry Sound,,,,Detroit__-Parry Sound___,Northern Venture*Windsor Salt*Salt*Detroit__-Parry Sound___,"Northern Venture,Windsor Salt,Salt,Detroit,Parry Sound",,,,,,,,9.76,0,0,0,1545,-772.5,,1403,1.0148,Tonnage-based,2.32,0,,,,YES,112950.7232,0.0,0.0,112950.7232,20240520090000,20240522115200,20240520090000.20240522115200,20240520090000.20240522115200
Northern Venture,16.0,18,COMPLETE,Tomlinson,May,2.38,2.38,2024-05-22 11:52:00,2024-05-24 20:54:00.000,2,1,"Tomlinson,Stone,Bruce Mines,Bay City,Saginaw",Stone,13556.065455,13556.065455,"Northern Venture,Tomlinson,Stone,Bruce Mines,Bay City,Saginaw",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Bay City,Saginaw,,,Bruce Mines__-Bay City_Saginaw__,Northern Venture*Tomlinson*Stone*Bruce Mines__-Bay City_Saginaw__,"Northern Venture,Tomlinson,Stone,Bruce Mines,Bay City,Saginaw",8.21,0,0,0,1500,-750,1026.2500000000002,8.43,0,0,0,1552.5,-776.25,,1053.75,1,Tonnage-based,1.99,0,,,,YES,114277.63178565,0.0,0.0,114277.63178565,20240522115200,20240524205400,20240522115200.20240524205400,20240522115200.20240524205400
Northern Venture,17.0,19,COMPLETE,Tomlinson,May,3.37,3.37,2024-05-24 20:54:00,2024-05-28 05:42:00.000,1,1,"Tomlinson,Stone,Bruce Mines,South Chicago",Stone,12049.231170000001,12049.231170000001,"Northern Venture,Tomlinson,Stone,Bruce Mines,South Chicago",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,South Chicago,,,,Bruce Mines__-South Chicago___,Northern Venture*Tomlinson*Stone*Bruce Mines__-South Chicago___,"Northern Venture,Tomlinson,Stone,Bruce Mines,South Chicago",,,,,,,,10.91,0,0,0,1552.5,-776.25,,2134.6778750000003,1,Tonnage-based,3.11,0,,,,YES,131457.11206470002,0.0,0.0,131457.11206470002,20240524205400,20240528054200,20240524205400.20240528054200,20240524205400.20240528054200
Northern Venture,18.0,20,COMPLETE,Tomlinson,May,2.53,2.53,2024-05-28 05:42:00,2024-05-30 18:24:00.000,1,1,"Tomlinson,Stone,Bruce Mines,Manistee",Stone,9403.52590785,9403.52590785,"Northern Venture,Tomlinson,Stone,Bruce Mines,Manistee",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Manistee,,,,Bruce Mines__-Manistee___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Manistee___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Manistee",,,,,,,,9.62,0,0,0,1552.5,-776.25,,1882.27325,1,Tonnage-based,2.53,0,,,,YES,90461.919233517,0.0,0.0,90461.919233517,20240528054200,20240530182400,20240528054200.20240530182400,20240528054200.20240530182400
Northern Venture,19.0,21,COMPLETE,Tomlinson,Jun,1.44,2.67,2024-05-30 18:24:00,2024-06-02 10:28:00.000,1,1,"Tomlinson,Stone,Bruce Mines,South Chicago",Stone,13712.101275,13712.101275,"Northern Venture,Tomlinson,Stone,Bruce Mines,South Chicago",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,South Chicago,,,,Bruce Mines__-South Chicago___,Northern Venture*Tomlinson*Stone*Bruce Mines__-South Chicago___,"Northern Venture,Tomlinson,Stone,Bruce Mines,South Chicago",,,,,,,,10.91,0,0,0,1552.5,-776.25,,2134.6778750000003,1,Tonnage-based,3.11,0,,,,YES,149599.02491025,0.0,0.0,149599.02491025,20240530182400,20240602102800,20240530182400.20240602102800,20240530182400.20240602102800
Northern Venture,20.0,22,COMPLETE,Tomlinson,Jun,3.13,3.13,2024-06-02 10:28:00,2024-06-05 13:37:00.000,2,1,"Tomlinson,Stone,Bruce Mines,Marysville,Detroit",Stone,13436.317035,13436.317035,"Northern Venture,Tomlinson,Stone,Bruce Mines,Marysville,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Marysville,Detroit,,,Bruce Mines__-Marysville_Detroit__,Northern Venture*Tomlinson*Stone*Bruce Mines__-Marysville_Detroit__,"Northern Venture,Tomlinson,Stone,Bruce Mines,Marysville,Detroit",,,,,,,,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,119851.9479522,0.0,0.0,119851.9479522,20240602102800,20240605133700,20240602102800.20240605133700,20240602102800.20240605133700
Northern Venture,21.0,23,COMPLETE,Tomlinson,Jun,2.62,2.62,2024-06-05 13:37:00,2024-06-08 04:23:00.000,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,14184.74466,14184.74466,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,126527.92236720001,0.0,0.0,126527.92236720001,20240605133700,20240608042300,20240605133700.20240608042300,20240605133700.20240608042300
Northern Venture,22.0,24,COMPLETE,Lafarge,Jun,2.6,2.6,2024-06-08 04:23:00,2024-06-10 18:44:00.000,1,1,"Lafarge,Aggregates,Meldrum Bay,Marysville",Aggregates,15090.11529,15090.11529,"Northern Venture,Lafarge,Aggregates,Meldrum Bay,Marysville",Northern Venture,LaFarge,Aggregates,COA,Meldrum Bay,,,Marysville,,,,Meldrum Bay__-Marysville___,Northern Venture*LaFarge*Aggregates*Meldrum Bay__-Marysville___,"Northern Venture,Lafarge,Aggregates,Meldrum Bay,Marysville",,,,,,,,5.91,0,0,0,1551,-775.5,,1254.102,0.688,Tonnage-based,1.12,0,,,,YES,89182.5813639,0.0,0.0,89182.5813639,20240608042300,20240610184400,20240608042300.20240610184400,20240608042300.20240610184400
Northern Venture,23.0,25,COMPLETE,Tomlinson,Jun,2.33,2.33,2024-06-10 18:44:00,2024-06-13 02:40:00.000,2,1,"Tomlinson,Stone,Bruce Mines,Bay City,Saginaw",Stone,14165.693775,14165.693775,"Northern Venture,Tomlinson,Stone,Bruce Mines,Bay City,Saginaw",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Bay City,Saginaw,,,Bruce Mines__-Bay City_Saginaw__,Northern Venture*Tomlinson*Stone*Bruce Mines__-Bay City_Saginaw__,"Northern Venture,Tomlinson,Stone,Bruce Mines,Bay City,Saginaw",8.21,0,0,0,1500,-750,1026.2500000000002,8.43,0,0,0,1552.5,-776.25,,1053.75,1,Tonnage-based,1.99,0,,,,YES,119416.79852324999,0.0,0.0,119416.79852324999,20240610184400,20240613024000,20240610184400.20240613024000,20240610184400.20240613024000
Northern Venture,24.0,26,COMPLETE,Lafarge,Jun,2.88,2.88,2024-06-13 02:40:00,2024-06-15 23:45:00.000,1,1,"Lafarge,Aggregates,Meldrum Bay,Cleveland",Aggregates,12749.57799,12749.57799,"Northern Venture,Lafarge,Aggregates,Meldrum Bay,Cleveland",Northern Venture,LaFarge,Aggregates,COA,Meldrum Bay,,,Cleveland,,,,Meldrum Bay__-Cleveland___,Northern Venture*LaFarge*Aggregates*Meldrum Bay__-Cleveland___,"Northern Venture,Lafarge,Aggregates,Meldrum Bay,Cleveland",,,,,,,,11.2,0,0,0,1551,-775,,1904,0.688,Tonnage-based,2.26,0,,,,YES,142795.27348799998,0.0,0.0,142795.27348799998,20240613024000,20240615234500,20240613024000.20240615234500,20240613024000.20240615234500
Northern Venture,25.0,27,COMPLETE,Windsor Salt,Jun,2.31,2.31,2024-06-15 23:45:00,2024-06-18 07:08:00.000,1,1,"Windsor Salt,Salt,Detroit,Parry Sound",Salt,12222.07,12222.07,"Northern Venture,Windsor Salt,Salt,Detroit,Parry Sound",Northern Venture,Windsor Salt,Salt,COA,Detroit,,,Parry Sound,,,,Detroit__-Parry Sound___,Northern Venture*Windsor Salt*Salt*Detroit__-Parry Sound___,"Northern Venture,Windsor Salt,Salt,Detroit,Parry Sound",,,,,,,,9.76,0,0,0,1545,-772.5,,1403,1.0148,Tonnage-based,2.32,0,,,,YES,119287.4032,0.0,0.0,119287.4032,20240615234500,20240618070800,20240615234500.20240618070800,20240615234500.20240618070800
Northern Venture,26.0,28,COMPLETE,Tomlinson,Jun,2.34,2.34,2024-06-18 07:08:00,2024-06-20 15:13:00.000,1,1,"Tomlinson,Stone,Bruce Mines,Detroit",Stone,14172.04407,14172.04407,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",Northern Venture,Tomlinson,Stone,COA,Bruce Mines,,,Detroit,,,,Bruce Mines__-Detroit___,Northern Venture*Tomlinson*Stone*Bruce Mines__-Detroit___,"Northern Venture,Tomlinson,Stone,Bruce Mines,Detroit",8.7,0,0,0,1500,-750,1702.2637499999998,8.92,0,0,0,1552.5,-776.25,,1745.3095000000003,1,Tonnage-based,2.31,0,,,,YES,126414.6331044,0.0,0.0,126414.6331044,20240618070800,20240620151300,20240618070800.20240620151300,20240618070800.20240620151300
Northern Venture,27.0,29,COMPLETE,Lafarge,Jun,2.55,2.55,2024-06-20 15:13:00,2024-06-23 04:20:00.000,2,1,"Lafarge,Aggregates,Meldrum Bay,Bay City,Saginaw",Aggregates,13884.466425,13884.466425,"Northern Venture,Lafarge,Aggregates,Meldrum Bay,Bay City,Saginaw",Northern Venture,LaFarge,Aggregates,COA,Meldrum Bay,,,Bay City,Saginaw,,,Meldrum Bay__-Bay City_Saginaw__,Northern Venture*LaFarge*Aggregates*Meldrum Bay__-Bay City_Saginaw__,"Northern Venture,Lafarge,Aggregates,Meldrum Bay,Bay City,Saginaw",,,,,,,,8.02,0,0,0,1551,-775.5,,1503.75,0.688,Tonnage-based,1.53,0,,,,YES,111353.4207285,0.0,0.0,111353.4207285,20240620151300,20240623042000,20240620151300.20240623042000,20240620151300.20240623042000
