Vessel,Trip No,Counter,Status,Customer,Month,Time,Total Time,Last Discharge Port Depart,Discharge Port Depart,Discharge Counts,Load Counts,Trip Details,Product,Load Quantity,Total Load Quantity,Details,Vessel_y,Customer (Finance),Cargo (Finance),Contract Type,Load-Port 1,Load-Port 2,Load-Port 3,Discharge-Port 1,Discharge-Port 2,Discharge-Port 3,Discharge-Port 4,Trade Pattern (per sched),TRADE MASTER,Schedule Map,Freight rate (per tonne) - PY,Time charter rate (per day) - PY,Rebate (per tonne) - PY,Other revenue (per trip) - PY,Demurrage rate - PY,Despatch rate - PY,Avg. cc / trip (PY),Freight rate (per tonne) - CY,Time charter rate (per day) - CY,Rebate (per tonne) - CY,Other revenue (per trip) - CY,Demurrage rate - CY,Despatch rate - CY,Type,Avg. cc / trip (CY),Fuel surcharge peg (per L),Fuel surcharge type,Fuel surcharge (tonnage factor),Fuel surcharge (litres factor),Calc comments,Reference price,Column1,In CY schedules?,Total Freight,Total Rebate,Total Time Charter,Total Revenue,b_start_str,b_end_str,Timing,Timing_str,Month Start,Month1,Month End,Month2,Start Month Days,End Month Days
Evans Spirit,3,3,Firm,Richardson - T,Apr,10.07,10.07,2024-04-20 09:22:51.645,2024-04-30 10:57:42.781,1,1,"Richardson - T,Grain,Thunder Bay,Port Cartier",Grain,12800.0,12800.0,"Evans Spirit,Richardson - T,Grain,Thunder Bay,Port Cartier",Evans Spirit,Richardson,Grain,COA,Thunder Bay,,,Port Cartier,,,,Thunder Bay__-Port Cartier___,Evans Spirit*Richardson*Grain*Thunder Bay__-Port Cartier___,"Evans Spirit,Richardson - T,Grain,Thunder Bay,Port Cartier",25.78,0,0,0,1169.3,-584.65,7662.68,26.66,0,0,0,1209.06,-604.53,,7923.211120000001,0.75,Tonnage-based,4.49,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Petroleum Posted Price - Hamilton,,YES,341248.0,0.0,0.0,341248.0,20240420092251,20240430105742,20240420092251.20240430105742,20240420092251.20240430105742,2024-04-01,4,2024-04-30 23:59:59.999999999,4,0.0,10.06586962962963
Evans Spirit,4,4,Firm,Alouette,May,7.48,8.02,2024-04-30 10:57:42.781,2024-05-08 11:24:15.251,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,12000.0,12000.0,"Evans Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Evans Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Evans Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Evans Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,55819.84,35.17,0,2.5447053690843306,0,960.64,-480.33,,57717.71456,0.7,Litres-based,0,75000,Simple - litres * price diff,Actual fuel price paid,,YES,422040.0,30536.46442901197,0.0,391503.535570988,20240430105742,20240508112415,20240430105742.20240508112415,20240430105742.20240508112415,2024-05-01,5,2024-04-30 23:59:59.999999999,4,0.54,7.48
Evans Spirit,5,5,Firm,Cargill,May,10.53,10.53,2024-05-08 11:24:15.251,2024-05-19 00:14:26.649,1,1,"Cargill,Grain,Thunder Bay,Baie Comeau",Grain,12800.0,12800.0,"Evans Spirit,Cargill,Grain,Thunder Bay,Baie Comeau",Evans Spirit,Cargill,Grain,COA,Thunder Bay,,,Baie Comeau,,,,Thunder Bay__-Baie Comeau___,Evans Spirit*Cargill*Grain*Thunder Bay__-Baie Comeau___,"Evans Spirit,Cargill,Grain,Thunder Bay,Baie Comeau",,,,,,,13967.51,26.63,0,0,0,1166.99,-583.5,,14442.405340000001,0.6,Tonnage-based,8.4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Sterling Fuels on date of loading.,,YES,340864.0,0.0,0.0,340864.0,20240508112415,20240519001426,20240508112415.20240519001426,20240508112415.20240519001426,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,10.534854143518519
Evans Spirit,6,6,Firm,Alouette,May,8.31,8.31,2024-05-19 00:14:26.649,2024-05-27 07:46:34.588,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,12000.0,12000.0,"Evans Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Evans Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Evans Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Evans Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,55819.84,35.17,0,2.5447053690843306,0,960.64,-480.33,,57717.71456,0.7,Litres-based,0,75000,Simple - litres * price diff,Actual fuel price paid,,YES,422040.0,30536.46442901197,0.0,391503.535570988,20240519001426,20240527074634,20240519001426.20240527074634,20240519001426.20240527074634,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,8.313980775462964
Evans Spirit,7,7,Firm,Arcelor,May,3.52,3.52,2024-05-27 07:46:34.588,2024-05-30 20:16:14.768,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,7257.4800000000005,7257.4800000000005,"Evans Spirit,Arcelor,Coke,Sandusky,Hamilton",Evans Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Evans Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Evans Spirit,Arcelor,Coke,Sandusky,Hamilton",20.55,0,0.2,0,1007,-503.5,19734.75,21.06,0,0.2,0,1032,-516,,20405.7315,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,152842.5288,1451.496,0.0,151391.0328,20240527074634,20240530201614,20240527074634.20240530201614,20240527074634.20240530201614,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,3.520603935185185
Evans Spirit,8,8,Firm,Alouette,Jun,9.91,11.07,2024-05-30 20:16:14.768,2024-06-10 21:55:45.223,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,12000.0,12000.0,"Evans Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Evans Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Evans Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Evans Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,55819.84,35.17,0,2.5447053690843306,0,960.64,-480.33,,57717.71456,0.7,Litres-based,0,75000,Simple - litres * price diff,Actual fuel price paid,,YES,422040.0,30536.46442901197,0.0,391503.535570988,20240530201614,20240610215545,20240530201614.20240610215545,20240530201614.20240610215545,2024-06-01,6,2024-05-31 23:59:59.999999999,5,1.16,9.91
Evans Spirit,9,9,Firm,Richardson - T,Jun,9.83,9.83,2024-06-10 21:55:45.223,2024-06-20 17:54:12.056,1,1,"Richardson - T,Grain,Thunder Bay,Port Cartier",Grain,12800.0,12800.0,"Evans Spirit,Richardson - T,Grain,Thunder Bay,Port Cartier",Evans Spirit,Richardson,Grain,COA,Thunder Bay,,,Port Cartier,,,,Thunder Bay__-Port Cartier___,Evans Spirit*Richardson*Grain*Thunder Bay__-Port Cartier___,"Evans Spirit,Richardson - T,Grain,Thunder Bay,Port Cartier",25.78,0,0,0,1169.3,-584.65,7662.68,26.66,0,0,0,1209.06,-604.53,,7923.211120000001,0.75,Tonnage-based,4.49,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Petroleum Posted Price - Hamilton,,YES,341248.0,0.0,0.0,341248.0,20240610215545,20240620175412,20240610215545.20240620175412,20240610215545.20240620175412,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,9.832255011574073
Evans Spirit,10,10,Firm,Alouette,Jun,7.88,7.88,2024-06-20 17:54:12.056,2024-06-28 15:07:51.745,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,12000.0,12000.0,"Evans Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Evans Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Evans Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Evans Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,55819.84,35.17,0,2.5447053690843306,0,960.64,-480.33,,57717.71456,0.7,Litres-based,0,75000,Simple - litres * price diff,Actual fuel price paid,,YES,422040.0,30536.46442901197,0.0,391503.535570988,20240620175412,20240628150751,20240620175412.20240628150751,20240620175412.20240628150751,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,7.884487141203704
Evans Spirit,11,11,Tentative,G3,Jul,7.91,10.28,2024-06-28 15:07:51.745,2024-07-08 21:46:18.578,1,1,"G3,Grain,Thunder Bay,Port Cartier",Grain,12800.0,12800.0,"Evans Spirit,G3,Grain,Thunder Bay,Port Cartier",Evans Spirit,G3,Grain,COA,Thunder Bay,,,Port Cartier,,,,Thunder Bay__-Port Cartier___,Evans Spirit*G3*Grain*Thunder Bay__-Port Cartier___,"Evans Spirit,G3,Grain,Thunder Bay,Port Cartier",,,,,,,45000,31.44,0,0,0,1184.5,-592.5,,46530,0.75,Tonnage-based,7.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Sterling Fuels,,NO,402432.0,0.0,0.0,402432.0,20240628150751,20240708214618,20240628150751.20240708214618,20240628150751.20240708214618,2024-07-01,7,2024-06-30 23:59:59.999999999,6,2.37,7.91
Evans Spirit,12,12,Firm,Alouette,Jul,7.8,7.8,2024-07-08 21:46:18.578,2024-07-16 16:51:23.079,2,1,"Alouette,Aluminum,Sept Iles,Oswego,Toledo",Aluminum,12000.0,12000.0,"Evans Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",Evans Spirit,Alouette,Aluminum,COA,Sept-Iles,,,Oswego,Toledo,,,Sept-Iles__-Oswego_Toledo__,Evans Spirit*Alouette*Aluminum*Sept-Iles__-Oswego_Toledo__,"Evans Spirit,Alouette,Aluminum,Sept Iles,Oswego,Toledo",35.0066,0,2.15,0,951.13,-475.57,55819.84,35.17,0,2.5447053690843306,0,960.64,-480.33,,57717.71456,0.7,Litres-based,0,75000,Simple - litres * price diff,Actual fuel price paid,,YES,422040.0,30536.46442901197,0.0,391503.535570988,20240708214618,20240716165123,20240708214618.20240716165123,20240708214618.20240716165123,2024-07-01,7,2024-07-31 23:59:59.999999999,7,0.0,7.795190983796297
Evans Spirit,13,13,Firm,Cargill,Jul,6.63,6.63,2024-07-16 16:51:23.079,2024-07-23 07:57:21.999,1,1,"Cargill,Grain,Sarnia,Baie Comeau",Grain,12800.0,12800.0,"Evans Spirit,Cargill,Grain,Sarnia,Baie Comeau",Evans Spirit,Cargill,Grain,COA,Sarnia,,,Baie Comeau,,,,Sarnia__-Baie Comeau___,Evans Spirit*Cargill*Grain*Sarnia__-Baie Comeau___,"Evans Spirit,Cargill,Grain,Sarnia,Baie Comeau",21.61,0,0,0,1133,-566.5,10971,22.26,0,0,0,1166.99,-583.5,,11344.014000000001,0.6,Tonnage-based,5.3,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Sterling Fuels on date of loading.,,YES,284928.0,0.0,0.0,284928.0,20240716165123,20240723075721,20240716165123.20240723075721,20240716165123.20240723075721,2024-07-01,7,2024-07-31 23:59:59.999999999,7,0.0,6.629154166666667
Florence Spirit,1,3,Firm,Elkem,Apr,7.59,9.49,2024-03-30 02:29:29.462,2024-04-08 14:12:29.369,1,1,"Elkem,Coal,Sandusky,Grande Anse",Coal,10000.0,10000.0,"Florence Spirit,Elkem,Coal,Sandusky,Grande Anse",Florence Spirit,Elkem,Coal,COA,Sandusky,,,Grande-Anse,,,,Sandusky__-Grande-Anse___,Florence Spirit*Elkem*Coal*Sandusky__-Grande-Anse___,"Florence Spirit,Elkem,Coal,Sandusky,Grande Anse",27.87,,,,1125.72,-562.86,45729.22,28.82,0,0,0,1163.99,-582,,47284.01348,0.27166850005433374,Litres-based,0,78129.41174907998,Converted Elkem calc to L,Actual fuel file including Delivery & FET,,YES,288200.0,0.0,0.0,288200.0,20240330022929,20240408141229,20240330022929.20240408141229,20240330022929.20240408141229,2024-04-01,4,2024-03-31 23:59:59.999999999,3,1.9,7.59
Florence Spirit,2,4,Firm,Arcelor,Apr,6.9,6.9,2024-04-08 14:12:29.369,2024-04-15 11:52:41.232,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8000.0,8000.0,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",Florence Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Florence Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,168480.0,1600.0,0.0,166880.0,20240408141229,20240415115241,20240408141229.20240415115241,20240408141229.20240415115241,2024-04-01,4,2024-04-30 23:59:59.999999999,4,0.0,6.902915081018518
Florence Spirit,3,5,Firm,Cargill,Apr,7.86,7.86,2024-04-15 11:52:41.232,2024-04-23 08:35:56.556,1,1,"Cargill,Grain,Sarnia,Baie Comeau",Grain,12000.0,12000.0,"Florence Spirit,Cargill,Grain,Sarnia,Baie Comeau",Florence Spirit,Cargill,Grain,COA,Sarnia,,,Baie Comeau,,,,Sarnia__-Baie Comeau___,Florence Spirit*Cargill*Grain*Sarnia__-Baie Comeau___,"Florence Spirit,Cargill,Grain,Sarnia,Baie Comeau",25.1,0,0,0,1100,-550,10000,22.26,0,0,0,1166.99,-583.5,,10340,0.6,Tonnage-based,5.3,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Sterling Fuels on date of loading.,,YES,267120.0,0.0,0.0,267120.0,20240415115241,20240423083556,20240415115241.20240423083556,20240415115241.20240423083556,2024-04-01,4,2024-04-30 23:59:59.999999999,4,0.0,7.8633718055555555
Florence Spirit,4,6,Firm,Arcelor,Apr,7.38,7.38,2024-04-23 08:35:56.556,2024-04-30 17:37:14.850,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240423083556,20240430173714,20240423083556.20240430173714,20240423083556.20240430173714,2024-04-01,4,2024-04-30 23:59:59.999999999,4,0.0,7.375906180555556
Florence Spirit,5,7,Firm,Arcelor,May,4.03,4.3,2024-04-30 17:37:14.850,2024-05-05 00:49:19.121,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8000.0,8000.0,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",Florence Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Florence Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,168480.0,1600.0,0.0,166880.0,20240430173714,20240505004919,20240430173714.20240505004919,20240430173714.20240505004919,2024-05-01,5,2024-04-30 23:59:59.999999999,4,0.27,4.03
Florence Spirit,6,8,Firm,Arcelor,May,4.68,4.68,2024-05-05 00:49:19.121,2024-05-09 17:10:09.620,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240505004919,20240509171009,20240505004919.20240509171009,20240505004919.20240509171009,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,4.6811400347222225
Florence Spirit,7,9,Firm,Cargill,May,11.76,11.76,2024-05-09 17:10:09.620,2024-05-21 11:25:21.165,1,1,"Cargill,Grain,Thunder Bay,Baie Comeau",Grain,12000.0,12000.0,"Florence Spirit,Cargill,Grain,Thunder Bay,Baie Comeau",Florence Spirit,Cargill,Grain,COA,Thunder Bay,,,Baie Comeau,,,,Thunder Bay__-Baie Comeau___,Florence Spirit*Cargill*Grain*Thunder Bay__-Baie Comeau___,"Florence Spirit,Cargill,Grain,Thunder Bay,Baie Comeau",25.1,0,0,0,1100,-550,20565.4,26.63,0,0,0,1166.99,-583.5,,21264.623600000003,0.6,Tonnage-based,8.4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Sterling Fuels on date of loading.,,NO,319560.0,0.0,0.0,319560.0,20240509171009,20240521112521,20240509171009.20240521112521,20240509171009.20240521112521,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,11.760550289351853
Florence Spirit,8,10,Unknown,Unknown,May,8.41,8.41,2024-05-21 11:25:21.165,2024-05-29 21:20:50.269,1,1,"Unknown,Pig Iron,Sorel,Toledo",Pig Iron,10000.0,10000.0,"Florence Spirit,Unknown,Pig Iron,Sorel,Toledo",Florence Spirit,Unknown,Pig Iron,Unknown,Sorel,,,Toledo,,,,Sorel__-Toledo___,Florence Spirit*Unknown*Pig Iron*Sorel__-Toledo___,"Florence Spirit,Unknown,Pig Iron,Sorel,Toledo",,,,,,,116000,60.075,0,0,0,885.9375000000001,-442.96875000000006,,119944,0,,0,0,,,,NO,600750.0,0.0,0.0,600750.0,20240521112521,20240529212050,20240521112521.20240529212050,20240521112521.20240529212050,2024-05-01,5,2024-05-31 23:59:59.999999999,5,0.0,8.413531296296297
Florence Spirit,9,11,Firm,Arcelor,Jun,1.43,3.54,2024-05-29 21:20:50.269,2024-06-02 10:21:06.482,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240529212050,20240602102106,20240529212050.20240602102106,20240529212050.20240602102106,2024-06-01,6,2024-05-31 23:59:59.999999999,5,2.11,1.43
Florence Spirit,10,12,Firm,ADM,Jun,8.23,8.23,2024-06-02 10:21:06.482,2024-06-10 15:48:10.526,1,1,"ADM,Grain,Thunder Bay,Windsor",Grain,12000.0,12000.0,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",Florence Spirit,ADM,Grain,COA,Thunder Bay,,,Windsor,,,,Thunder Bay__-Windsor___,Florence Spirit*ADM*Grain*Thunder Bay__-Windsor___,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",14.35,0,0,0,1080,-540,10004,15.77,0,0,0,1187.07,-593.54,,10344.136,0.5,Tonnage-based,4.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,189240.0,0.0,0.0,189240.0,20240602102106,20240610154810,20240602102106.20240610154810,20240602102106.20240610154810,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,8.227130138888889
Florence Spirit,11,13,Firm,Arcelor,Jun,3.37,3.37,2024-06-10 15:48:10.526,2024-06-14 00:38:24.092,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240610154810,20240614003824,20240610154810.20240614003824,20240610154810.20240614003824,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,3.3682125694444442
Florence Spirit,12,14,Firm,Elkem,Jun,7.13,7.13,2024-06-14 00:38:24.092,2024-06-21 03:47:10.998,1,1,"Elkem,Coal,Sandusky,Grande Anse",Coal,10000.0,10000.0,"Florence Spirit,Elkem,Coal,Sandusky,Grande Anse",Florence Spirit,Elkem,Coal,COA,Sandusky,,,Grande-Anse,,,,Sandusky__-Grande-Anse___,Florence Spirit*Elkem*Coal*Sandusky__-Grande-Anse___,"Florence Spirit,Elkem,Coal,Sandusky,Grande Anse",27.87,,,,1125.72,-562.86,45729.22,28.82,0,0,0,1163.99,-582,,47284.01348,0.27166850005433374,Litres-based,0,78129.41174907998,Converted Elkem calc to L,Actual fuel file including Delivery & FET,,YES,288200.0,0.0,0.0,288200.0,20240614003824,20240621034710,20240614003824.20240621034710,20240614003824.20240621034710,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,7.131098449074074
Florence Spirit,13,15,Unknown,Unknown,Jun,9.63,9.63,2024-06-21 03:47:10.998,2024-06-30 18:53:13.202,1,1,"Unknown,Unknown,Sorel,Toledo",Unknown,12000.0,12000.0,"Florence Spirit,Unknown,Unknown,Sorel,Toledo",Florence Spirit,Unknown,Unknown,Unknown,Sorel,,,Toledo,,,,Sorel__-Toledo___,Florence Spirit*Unknown*Unknown*Sorel__-Toledo___,"Florence Spirit,Unknown,Unknown,Sorel,Toledo",,,,,,,131488.6,0,36000,0,0,0,0,,0,0,,0,0,,,,YES,0.0,0.0,346680.0,346680.0,20240621034710,20240630185313,20240621034710.20240630185313,20240621034710.20240630185313,2024-06-01,6,2024-06-30 23:59:59.999999999,6,0.0,9.629192175925926
Florence Spirit,14,16,Firm,Arcelor,Jul,3.04,3.25,2024-06-30 18:53:13.202,2024-07-04 00:50:38.077,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8000.0,8000.0,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",Florence Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Florence Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,168480.0,1600.0,0.0,166880.0,20240630185313,20240704005038,20240630185313.20240704005038,20240630185313.20240704005038,2024-07-01,7,2024-06-30 23:59:59.999999999,6,0.21,3.04
Florence Spirit,15,17,Firm,ADM,Jul,8.08,8.08,2024-07-04 00:50:38.077,2024-07-12 02:40:17.009,1,1,"ADM,Grain,Thunder Bay,Windsor",Grain,12000.0,12000.0,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",Florence Spirit,ADM,Grain,COA,Thunder Bay,,,Windsor,,,,Thunder Bay__-Windsor___,Florence Spirit*ADM*Grain*Thunder Bay__-Windsor___,"Florence Spirit,ADM,Grain,Thunder Bay,Windsor",14.35,0,0,0,1080,-540,10004,15.77,0,0,0,1187.07,-593.54,,10344.136,0.5,Tonnage-based,4.8,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Econo Fuel Price on date of loading in Hamilton,,YES,189240.0,0.0,0.0,189240.0,20240704005038,20240712024017,20240704005038.20240712024017,20240704005038.20240712024017,2024-07-01,7,2024-07-31 23:59:59.999999999,7,0.0,8.076145046296297
Florence Spirit,16,18,Firm,Arcelor,Jul,3.33,3.33,2024-07-12 02:40:17.009,2024-07-15 10:38:42.522,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,8850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,186381.0,1770.0,0.0,184611.0,20240712024017,20240715103842,20240712024017.20240715103842,20240712024017.20240715103842,2024-07-01,7,2024-07-31 23:59:59.999999999,7,0.0,3.332239733796296
Florence Spirit,17,19,Firm,Arcelor,Jul,4.19,4.19,2024-07-15 10:38:42.522,2024-07-19 15:14:20.762,1,1,"Arcelor,Coke,Sandusky,Hamilton",Coke,8000.0,8000.0,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",Florence Spirit,Arcelor,Coke,COA,Sandusky,,,Hamilton,,,,Sandusky__-Hamilton___,Florence Spirit*Arcelor*Coke*Sandusky__-Hamilton___,"Florence Spirit,Arcelor,Coke,Sandusky,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,168480.0,1600.0,0.0,166880.0,20240715103842,20240719151420,20240715103842.20240719151420,20240715103842.20240719151420,2024-07-01,7,2024-07-31 23:59:59.999999999,7,0.0,4.191414814814815
Florence Spirit,35,1,Firm,Arcelor,Mar,4.07,4.07,2024-03-20 10:00:00.000,2024-03-24 11:43:45.862,1,1,"Arcelor,Coke,Detroit,Hamilton",Coke,8850.0,16850.0,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",Florence Spirit,Arcelor,Coke,COA,Detroit,,,Hamilton,,,,Detroit__-Hamilton___,Florence Spirit*Arcelor*Coke*Detroit__-Hamilton___,"Florence Spirit,Arcelor,Coke,Detroit,Hamilton",20.55,0,0.2,0,1007,-503.5,20535,21.06,0,0.2,0,1032,-516,,21233.190000000002,0.85,Tonnage-based,4,0,Simple - Price difference per litre * metric tonnes * tonnage carried,Actual Fuel Price for last fueling,,YES,354861.0,3370.0,0.0,351491.0,20240320100000,20240324114345,20240320100000.20240324114345,20240320100000.20240324114345,2024-03-01,3,2024-03-31 23:59:59.999999999,3,0.0,4.072058587962963
